id,gpa,gre,camp_prob,camp
452,3.46,150,0.450960708264852,0
453,3.37,148,0.49996980134030167,0
454,3.39,154,0.37379940996674504,0
455,2.95,144,0.6133455200424243,1
456,3.92,144,0.520317173466429,1
457,2.53,133,0.8719726345224542,1
458,3.41,143,0.5824190168951798,0
459,3.44,143,0.5830813622576658,1
460,3.12,158,0.3188441875676149,0
461,2.28,135,0.859678838409443,1
462,3.2,154,0.3901524503781679,1
463,3.71,162,0.18515039630870028,0
464,3.66,147,0.47912077204372683,0
465,3.19,145,0.5664657414636143,1
466,3.73,153,0.35916567914568864,0
467,4,159,0.2211757636540121,0
468,3.39,161,0.2273233418182938,0
469,3.71,153,0.36540752514968655,0
470,3.58,152,0.3971206297136923,0
471,3.37,154,0.37038751595168024,0
472,3.52,160,0.24610694529046565,0
473,3.18,142,0.6269612233680055,1
474,2.64,146,0.6044520821084344,1
475,3.76,151,0.3995055872098545,0
476,3.14,141,0.6512458082609335,1
477,3.09,144,0.5908108500738732,0
478,3.35,152,0.42217818982494887,0
479,3.91,154,0.32640910854592947,0
480,3.76,156,0.2975766279435386,1
481,3.72,145,0.5194509277428067,1
482,3.82,150,0.4004743471112138,0
483,3.93,163,0.14453645082676592,0
484,3.77,153,0.3539605385564888,0
485,3.81,146,0.49575554542928596,1
486,3.14,147,0.5352156447470572,0
487,3.44,149,0.4640735566391315,0
488,3.61,156,0.3215817457192268,1
489,2.92,148,0.5411796899469292,0
490,2.95,154,0.4186811053786566,0
491,3.32,150,0.4549191683440969,0
492,3.71,154,0.34143233590892674,0
493,3.82,154,0.32717550073044704,1
494,3.13,146,0.5514860664508138,1
495,3.97,152,0.35043679730532257,1
496,2.82,157,0.37105838197884367,1
497,3.27,144,0.5800074846015244,1
498,3.7,144,0.5420111612363817,1
499,3.92,153,0.3367983455338055,0
500,3.41,146,0.5322104774413502,0
501,3.7,149,0.4395205026253767,1
502,3.16,149,0.49562400240869625,0
503,3.37,152,0.41237334668672165,1
504,3.29,149,0.4894973539221282,1
505,3.38,141,0.6302245431378145,1
506,2.86,146,0.5823933265200274,1
507,3.68,152,0.38677149443769737,0
508,3.25,153,0.3997117162804985,1
509,3.9,150,0.4046336758428414,1
510,3.89,152,0.3571459001247886,0
511,3.08,144,0.607295338952259,1
512,3.72,145,0.5131763960695728,0
513,3.8,152,0.3645004516995088,0
514,3.6,162,0.19687752763496322,0
515,3.5,146,0.5187240714786869,1
516,3.03,142,0.6471867759642195,1
517,3.76,145,0.5154163990389974,1
518,3.97,161,0.17696156040491434,0
519,3.81,148,0.44898506578713243,0
520,3.62,156,0.30985585536063753,0
521,3.26,146,0.5471260869829548,0
522,2.8,144,0.6283314486486828,0
523,2.9,147,0.559514704622792,1
524,3.34,154,0.37624034234844034,0
525,3.45,160,0.24690690241577914,1
526,3.99,151,0.37135587929165054,0
527,3.08,158,0.31705197287062703,0
528,3.66,156,0.3054738118572625,0
529,3.67,156,0.3075716741791999,0
530,3.75,154,0.33336025742406983,0
531,3.79,148,0.4568702503862835,1
532,3.25,149,0.48853817120164617,1
533,3.62,151,0.4136476883431984,0
534,3.96,156,0.2744814121350606,0
535,3.89,164,0.12615246165953634,0
536,2.88,151,0.4872313304926443,0
537,3.81,159,0.23298789375560608,0
538,3.18,150,0.48045370796358333,1
539,3.76,145,0.5156640242163305,0
540,3.36,143,0.5935035047421461,1
541,3.78,160,0.21777012400449525,0
542,3.51,153,0.37630033753502157,0
543,2.66,144,0.6385696350903158,1
544,2.63,145,0.6314310909959013,1
545,2.98,147,0.5515973205203877,0
546,3.3,146,0.5397404324227792,1
547,3.22,144,0.5889151291063944,1
548,3.31,161,0.24617597121696164,0
549,2.84,148,0.541082860597308,0
550,3.22,146,0.5429647643843556,1
551,3.26,153,0.402330391756348,0
552,3.5,164,0.16880671418042195,0
553,3.38,154,0.3774367857008416,0
554,3.44,141,0.624769978276717,1
555,2.79,150,0.5108457931217737,1
556,2.5,140,0.7371054950896174,1
557,2.77,149,0.5230532331105672,0
558,3.66,147,0.4810661395199692,0
559,3.25,153,0.4050386857713382,1
560,3.67,158,0.2648196649720805,1
561,3.05,150,0.4867548496437693,1
562,2.4,147,0.6125290737897607,0
563,3.92,163,0.14210727416180824,0
564,3.75,145,0.5208662838176099,0
565,3.17,159,0.292091497352142,0
566,3.36,151,0.42981583318154654,0
567,3.3,148,0.49992911206964347,0
568,3.64,158,0.27084657179617255,1
569,2.87,146,0.582193054319463,0
570,3.33,141,0.6359935729792769,1
571,3.2,140,0.6729701472339337,1
572,3.07,155,0.3875428402581488,0
573,3.94,159,0.2213457153598164,0
574,3.13,154,0.3991145109921164,1
575,3.28,153,0.41215104606207925,0
576,3.52,142,0.5998481907634491,1
577,2.65,136,0.7988128532814285,0
578,3.19,151,0.46045000260202457,1
579,3.65,165,0.12443489603678183,0
580,3.68,145,0.5197215281273574,1
581,3.43,155,0.3623034346978312,0
582,3.87,154,0.3266796413722901,0
583,3.25,143,0.6056491199242208,1
584,3.19,156,0.35467509571237527,1
585,3.16,151,0.45416828905199363,0
586,3.31,147,0.5206080173056048,0
587,3.2,152,0.4341535332676643,1
588,3.2,154,0.38874161851178146,1
589,2.46,138,0.7849778828196835,1
590,2.63,137,0.7842782171308801,1
591,3.03,144,0.6070869390983705,0
592,2.95,155,0.3995696286708812,0
593,2.55,149,0.5651286558765455,0
594,3.04,152,0.44114350062865765,0
595,3.58,143,0.5687313648215134,0
596,3.55,155,0.3385284154259973,0
597,3.81,143,0.554288625992183,0
598,3.63,159,0.2537064028394908,0
599,3.51,160,0.2475936317731875,0
600,2.8,155,0.41052681778291067,1
601,2.42,142,0.7055471332332753,1
602,3.02,142,0.6536004273378868,1
603,3.46,152,0.40176517857617755,1
604,2.51,145,0.6352650843527704,0
605,3.46,151,0.42343710225230324,1
606,3.79,150,0.4141391063893455,0
607,3.68,147,0.48462025346536514,0
608,3.69,155,0.320834238717574,0
609,3.46,159,0.271849744326413,0
610,3.64,152,0.3840916672534876,1
611,2.79,144,0.6226944917471962,1
612,2.96,142,0.6535246407231852,1
613,2.91,145,0.5987088618462906,1
614,3.17,136,0.7482908496097239,1
615,3.77,160,0.22102855842977454,0
616,3.36,162,0.21437034479751085,0
617,2.94,152,0.4628201965562668,1
618,3.83,146,0.4818700280713851,0
619,3.5,160,0.24264766813912983,0
620,2.82,154,0.4274870287595314,1
621,3.36,155,0.36288771367001915,0
622,3.88,163,0.15156156653699876,0
623,3.4,157,0.31801179965651116,0
624,3.42,159,0.2741180985422515,0
625,3.33,145,0.5579394678560409,0
626,3.28,146,0.5402855781369799,1
627,3.86,158,0.2388299249467562,0
628,3.17,152,0.4411012822136552,1
629,3.52,149,0.46333911829339913,1
630,3.06,140,0.6824289389962729,1
631,3.49,154,0.36409517987322976,0
632,3.53,154,0.3600242246815996,0
633,3.22,156,0.35112545726859107,1
634,3.22,144,0.5890766383854534,0
635,3.3,156,0.34368773094778876,0
636,3.09,142,0.6392983752743554,0
637,3.33,143,0.5984278168660858,0
638,2.4,142,0.7099714047087601,1
639,2.43,149,0.5688036961483843,1
640,2.77,151,0.4920136763791483,1
641,2.94,153,0.43554884279621375,0
642,2.93,146,0.5788753465594395,1
643,3.88,147,0.46593565673704623,1
644,3.47,154,0.36540875542266654,0
645,3.6,154,0.3486372122229153,0
646,3.92,153,0.3438350306335315,1
647,3.58,150,0.43739691069469727,0
648,3.37,148,0.4911020588604247,1
649,2.77,147,0.566214688531506,1
650,3.73,154,0.3388011518137868,0
651,3.96,166,0.07382645802999734,0
652,3.29,138,0.7026005869750854,1
653,3.58,147,0.491184365355615,1
654,2.96,150,0.49512175361018884,1
655,2.96,138,0.7289649017555035,1
656,3.59,151,0.4154810464336358,0
657,3.35,158,0.30216723843411286,0
658,3.55,158,0.27795032006841797,1
659,3.51,145,0.5379761555356586,0
660,3.9,151,0.3841512409174253,0
661,3.82,163,0.1511782724135479,1
662,3.31,145,0.5574732669318078,0
663,3.1,143,0.6084849567486978,0
664,3.42,159,0.26643411820430024,1
665,3.49,153,0.383736911599666,1
666,2.92,152,0.4611015583647448,0
667,4,160,0.1929991402699401,0
668,3.31,142,0.6164249006997851,1
669,1.79,142,0.7634469562091153,1
670,3.6,156,0.32043826857410546,1
671,3.15,152,0.4330148609787579,1
672,3.6,153,0.3702460589301022,0
673,3.36,146,0.5380580145037488,1
674,3.76,167,0.08165298485946906,1
675,3.29,150,0.4652828752184626,1
676,2.73,139,0.7360309444039794,0
677,3.83,146,0.48328135571278547,0
678,3.8,150,0.4145415326573941,1
679,2.61,140,0.7259802134802815,0
680,2.95,152,0.45616519375374937,1
681,3.4,157,0.3145825473512451,0
682,3.7,159,0.24701055736081098,0
683,2.45,133,0.8816598439362776,1
684,3.5,154,0.36553293916184876,1
685,3.51,152,0.4046437166414678,1
686,3.49,153,0.381974381811231,0
687,3.4,154,0.37568818620616046,0
688,2.94,146,0.5786995196278678,1
689,3.2,141,0.6434182964625115,1
690,2.36,149,0.5720753537460157,1
691,3.85,151,0.38983967481394616,1
692,3.12,153,0.4200415626424575,0
693,3.46,148,0.4940199958765803,1
694,3.43,153,0.3854419023054883,0
695,3.73,150,0.4164333692971305,0
696,3.61,153,0.37641460949201583,1
697,2.96,138,0.7328141016077249,1
698,3.25,141,0.6361873329950293,0
699,3.5,153,0.38747516162996026,1
700,3.55,159,0.2647317025669568,1
701,3.04,153,0.4350327956529275,0
702,3.84,159,0.22677296782479503,0
703,3.69,149,0.44574878383926164,1
704,3.24,153,0.40760442449742795,0
705,3.18,148,0.51180176252377,1
706,3.38,145,0.5526067290207669,1
707,2.79,159,0.32957755527827454,1
708,3.76,154,0.33562263904058154,1
709,3.61,153,0.37441486676838626,0
710,2.34,135,0.8536408063502289,1
711,3.05,138,0.7220782901335322,0
712,3.95,145,0.49078363811970677,0
713,4,155,0.2998367905998383,0
714,3.22,154,0.3868433557391638,0
715,3.49,146,0.5202918556326691,0
716,3.07,141,0.6637217343556114,1
717,3.53,150,0.440386923815567,1
718,3.88,149,0.42413484681390307,1
719,3.96,154,0.3123398504219936,0
720,2.51,147,0.5918454830067721,1
721,2.85,157,0.36975368573424233,1
722,3.65,150,0.43016476237856754,1
723,3.06,148,0.5298173566350332,1
724,3.41,152,0.40882736727749236,1
725,3.5,149,0.4582880378195088,1
726,2.79,147,0.5747602410109699,0
727,2.57,140,0.727775221725622,1
728,2.64,133,0.8603062162477044,1
729,3.23,152,0.4289112837018644,0
730,3.54,156,0.3204712000341769,1
731,2.57,149,0.5578226461012831,1
732,2.92,151,0.47734291844480936,0
733,3.48,159,0.2738937276750936,0
734,3.13,154,0.3963881138295726,0
735,3.21,156,0.3558746171889431,0
736,2.88,146,0.5866527790167834,1
737,3.68,164,0.14932194356783857,0
738,3.85,153,0.3550800998641621,1
739,3.7,165,0.12561791763120445,0
